,Make,Model,Sale Price,Resell Price,Top Speed,0-60 Time,Country,City,Color,Buyer Gender,Buyer Age
3332,Pontiac,Safari,83295.13,39409.86,202.1,3.6,Russia,Shimorskoye,Fuscia,Male,34
3333,Audi,S6,86662.19,13603.97,247.1,11.5,France,Rambouillet,Mauv,Male,35
3334,MINI,Cooper,46152.65,14603.37,197.3,11.8,Hungary,Székesfehérvár,Pink,Female,34
3335,GMC,Yukon Denali,90721.17,29019.06,142.9,7.9,Russia,Vykhino-Zhulebino,Yellow,Male,34
3336,Ford,Bronco II,42532.19,20416.85,215.1,12.5,Poland,Nowa Ruda,Puce,Male,72
3337,Mitsubishi,Lancer,83140.2,12648.96,174.8,7.2,Poland,Orneta,Yellow,Female,74
3338,GMC,Savana 3500,28959.08,37588.72,125.9,8.9,Russia,Losevo,Indigo,Male,38
3339,Dodge,Ram Wagon B150,20049.25,45726.59,215.0,6.1,United States,Evansville,Mauv,Male,54
3340,Scion,tC,18161.42,2486.67,236.6,14.1,Palestinian Territory,Bardalah,Pink,Male,42
3341,Dodge,Avenger,33522.09,17518.44,162.6,14.1,Costa Rica,Salitral,Turquoise,Male,59
3342,Buick,Regal,44263.22,48648.41,155.8,11.7,Brazil,Pinhão,Puce,Female,46
3343,Chevrolet,Cobalt SS,72070.62,28773.88,153.9,14.2,France,Dijon,Fuscia,Male,26
3344,Jeep,Grand Cherokee,92564.61,30021.39,182.2,5.7,China,Pingqiao,Red,Male,74
3345,Lincoln,MKX,24565.21,10136.02,214.8,6.3,China,Shuangta,Turquoise,Female,24
3346,Subaru,Justy,85939.7,43548.09,214.9,10.7,China,Jiuzhen,Purple,Male,69
3347,Subaru,Legacy,85749.85,34853.89,138.0,12.7,Peru,Usicayos,Indigo,Female,42
3348,Nissan,Leaf,24816.82,15006.83,226.2,4.4,Indonesia,Citalahab,Crimson,Female,40
3349,Suzuki,Vitara,16454.75,39555.35,209.1,7.7,Argentina,Gobernador Gálvez,Teal,Female,55
3350,Saturn,S-Series,91054.15,40590.0,143.7,8.3,United States,Columbus,Turquoise,Male,24
3351,Chevrolet,Silverado 2500,73912.69,4397.69,176.1,9.2,Cameroon,Melong,Mauv,Female,21
3352,Infiniti,I,46159.9,42707.1,236.9,4.4,Indonesia,Cibanten,Blue,Female,32
3353,Pontiac,Bonneville,15153.86,46714.01,222.3,9.8,Indonesia,Kapunduk,Mauv,Female,31
3354,Audi,A8,91551.29,14867.55,179.2,6.7,Madagascar,Belo sur Tsiribihina,Blue,Male,26
3355,GMC,Envoy,78003.41,17615.21,223.5,11.5,Canada,Mercier,Green,Male,54
3356,Honda,Pilot,34203.39,18497.97,243.7,6.3,Argentina,Chavarría,Fuscia,Male,28
3357,Ford,Aerostar,86949.88,32367.87,163.3,6.4,Russia,Chusovoy,Purple,Male,38
3358,Pontiac,Sunbird,66581.03,47516.81,140.5,6.4,Germany,Dresden,Red,Female,72
3359,Land Rover,Defender Ice Edition,15650.57,26719.38,180.3,6.3,China,Dongbian,Purple,Male,28
3360,Infiniti,G35,87241.95,30703.95,181.8,10.3,Indonesia,Tambaksari,Fuscia,Female,41
3361,Infiniti,QX56,67039.02,9071.8,165.5,5.2,France,Paris 12,Puce,Male,56
3362,Volvo,C30,77793.01,2683.6,205.3,4.8,Chile,Graneros,Crimson,Male,49
3363,GMC,Envoy XL,36627.45,12097.19,129.0,8.3,China,Zaindainxoi,Green,Female,48
3364,Porsche,Cayenne,61038.26,24701.09,205.1,8.1,Thailand,Ban Thaen,Violet,Female,67
3365,Aston Martin,DB9 Volante,59745.81,5806.32,187.9,6.9,Indonesia,Mekarjaya,Indigo,Male,31
3366,Infiniti,G,64444.67,30685.93,193.2,5.1,China,Xianghu,Fuscia,Female,56
3367,Toyota,Tacoma Xtra,92008.58,35535.06,178.7,14.4,China,Donggaohuang,Maroon,Female,57
3368,Lexus,GS,75992.38,38406.61,134.9,13.7,China,Donglu,Khaki,Female,59
3369,BMW,525,95256.43,21233.88,123.2,3.0,Vietnam,Biên Hòa,Indigo,Male,72
3370,Ford,Courier,36956.97,43625.27,149.3,5.0,North Korea,Kosan,Khaki,Male,48
3371,Mercedes-Benz,E-Class,47020.92,16985.24,217.1,9.1,China,Qiankeng,Aquamarine,Male,43
3372,BMW,Alpina B7,45271.13,28131.13,180.5,8.7,Russia,Mikhnëvo,Violet,Male,27
3373,Mitsubishi,Lancer,29817.32,28402.19,208.8,14.9,French Polynesia,Tiarei,Fuscia,Female,68
3374,Mazda,323,39455.05,17631.59,183.2,13.6,Peru,Honoria,Turquoise,Female,57
3375,Kia,Forte,49938.68,33520.34,236.8,12.5,Azerbaijan,Shushi,Pink,Female,33
3376,Pontiac,Vibe,82555.63,31377.19,122.2,11.0,Brazil,Santo Ângelo,Green,Female,68
3377,Mitsubishi,L300,55082.92,6385.47,249.7,10.5,Colombia,Arjona,Khaki,Male,21
3378,Land Rover,Range Rover Sport,36780.75,34272.87,235.7,2.2,Peru,Santa Cruz,Pink,Female,47
3379,Jaguar,XJ Series,95841.53,11708.93,205.0,11.7,Moldova,Bilicenii Vechi,Indigo,Female,72
3380,Audi,A6,97218.76,3533.22,196.5,9.5,China,Shanxiahu,Red,Male,26
3381,Mazda,323,87384.2,27437.42,220.6,5.7,Yemen,Ku‘aydinah,Indigo,Female,32
3382,GMC,Envoy XUV,89966.23,39677.76,202.0,12.2,Indonesia,Pasirnangka,Red,Female,36
3383,Chrysler,Concorde,58280.02,33203.18,239.8,4.7,Dominican Republic,Sabana Grande de Palenque,Khaki,Male,46
3384,Volkswagen,Jetta,84766.49,8446.85,245.1,4.6,Philippines,Doljo,Violet,Male,47
3385,Ford,F-Series,63336.1,11630.62,173.1,7.8,China,Gengwan,Orange,Male,30
3386,Volvo,S70,20668.83,30577.11,182.7,13.3,Sweden,Kolmården,Fuscia,Female,30
3387,Hyundai,Tiburon,78318.67,35438.26,125.0,5.9,Indonesia,Timon,Pink,Female,75
3388,Buick,Coachbuilder,37429.42,42309.16,174.9,9.7,Czech Republic,Kyjov,Goldenrod,Male,27
3389,Chrysler,Pacifica,91315.18,44218.14,193.3,13.8,China,Menghai,Pink,Female,74
3390,Saab,9000,10582.29,7795.41,166.4,10.7,China,Tongqing,Turquoise,Male,50
3391,Mitsubishi,Pajero,75628.12,40720.05,195.9,5.8,Indonesia,Mlonggo,Goldenrod,Female,39
3392,GMC,Sonoma,57981.99,33490.8,127.1,7.9,China,Linshi,Orange,Female,66
3393,BMW,760,99814.48,13206.95,238.3,8.8,China,Huozhuangzi,Khaki,Female,64
3394,Mercury,Cougar,78949.84,28074.6,150.5,5.4,Sweden,Kallinge,Puce,Female,58
3395,Cadillac,Escalade EXT,98688.54,41420.65,182.8,14.2,Philippines,Kauswagan,Indigo,Male,55
3396,Jaguar,XJ Series,45002.37,16114.82,162.0,9.5,Indonesia,Gandu,Red,Female,62
3397,Kia,Sedona,57223.57,3456.14,239.5,8.7,Ukraine,Murovanoye,Yellow,Female,37
3398,Jaguar,XF,81936.97,4340.69,211.2,13.1,Cyprus,Mesógi,Mauv,Male,53
3399,Mercedes-Benz,600SEC,77952.78,30870.9,241.1,13.1,Philippines,Jalaud,Crimson,Male,47
3400,Lincoln,MKX,34782.45,33587.18,215.0,14.3,China,Linpu,Khaki,Male,69
3401,Mitsubishi,GTO,19910.1,6842.89,177.2,2.2,Ukraine,Volovets,Blue,Male,37
3402,Mercedes-Benz,SLR McLaren,80999.59,6229.48,140.7,12.2,Russia,Novokhovrino,Khaki,Female,20
3403,Mercury,Villager,84233.44,29715.95,175.0,6.6,Argentina,Lanús,Crimson,Female,47
3404,Maybach,57,90628.48,41809.83,153.7,12.9,Croatia,Krasica,Maroon,Male,31
3405,Chevrolet,Astro,96047.46,20463.48,127.4,6.2,France,Agen,Violet,Female,70
3406,Cadillac,Seville,31405.08,45310.18,192.6,7.8,Guatemala,Puerto Barrios,Crimson,Male,26
3407,Volvo,S80,23788.66,28803.88,188.2,6.2,Canada,Summerland,Pink,Male,47
3408,Lincoln,Navigator L,75901.86,12237.08,195.1,11.8,Russia,Dmitrov,Purple,Male,67
3409,Toyota,Tacoma Xtra,32971.95,49480.14,216.9,9.1,Brazil,Porecatu,Khaki,Male,57
3410,Chevrolet,Corvette,63892.07,17265.45,237.8,14.0,China,Nanzamu,Violet,Male,26
3411,Ford,Explorer Sport Trac,54660.4,22151.03,204.8,11.3,Palestinian Territory,Azun Atme,Puce,Male,65
3412,Chrysler,Town & Country,75817.97,12068.08,156.4,5.2,Indonesia,Kebonan,Red,Female,54
3413,Suzuki,Swift,58782.12,34725.26,135.1,10.5,China,Changma,Aquamarine,Female,52
3414,Hummer,H2,51865.01,19759.13,161.4,3.2,Nigeria,Okpo,Blue,Male,54
3415,Mercedes-Benz,E-Class,63245.06,46403.83,198.2,8.9,Mexico,Magisterial,Green,Female,56
3416,Mazda,Mazda3,33789.66,10408.37,233.9,2.6,Mexico,Independencia,Mauv,Female,67
3417,Chevrolet,Camaro,45027.12,23278.25,144.8,7.3,Tanzania,Karema,Puce,Male,36
3418,Ferrari,F430,79959.16,21046.87,175.0,3.7,Thailand,Khon Buri,Fuscia,Male,36
3419,Buick,Reatta,97920.95,49443.5,123.0,3.6,Cameroon,Bafoussam,Crimson,Male,65
3420,Pontiac,Firebird,32678.19,28055.87,165.0,7.4,Thailand,Bang Bo District,Maroon,Male,54
3421,Ford,Aerostar,58942.06,26550.58,146.0,14.8,Armenia,Ararat,Teal,Female,21
3422,Toyota,Camry,54282.81,46165.46,195.6,4.6,Democratic Republic of the Congo,Bulungu,Crimson,Female,50
3423,Lexus,SC,11464.32,6075.89,148.1,14.6,France,Paris 19,Orange,Male,33
3424,Chevrolet,G-Series 3500,50397.22,39679.84,120.5,10.2,Ukraine,Manevychi,Yellow,Female,41
3425,Mercury,Grand Marquis,42251.47,12383.78,248.9,12.5,Ethiopia,Dīla,Violet,Male,39
3426,Oldsmobile,Achieva,10865.62,41181.36,191.7,4.2,United States,Brooklyn,Blue,Female,28
3427,Mitsubishi,Galant,72957.08,2166.92,131.4,2.1,Russia,Zherdevka,Green,Female,74
3428,Saab,9-2X,59539.42,18012.34,187.7,6.6,China,Longhuashan,Maroon,Male,32
3429,Mazda,MPV,99853.85,5388.07,146.0,9.6,Iran,Khalīlābād,Mauv,Male,25
3430,Chevrolet,2500,75136.61,11109.23,157.9,12.1,Philippines,Magbay,Teal,Male,43
3431,Audi,5000S,46376.23,30866.54,210.5,9.8,Indonesia,Kemendung,Red,Male,68
3432,Hyundai,Accent,79875.7,10330.12,159.0,11.8,Chile,Putre,Mauv,Male,53
3433,Toyota,Camry,22939.07,11017.53,199.6,2.7,Portugal,Miratejo,Teal,Male,56
3434,Dodge,Ram 2500 Club,56720.98,35361.5,206.0,11.5,Philippines,Oras,Blue,Male,66
3435,GMC,Yukon XL 2500,69311.87,6995.49,152.9,5.1,Macedonia,Skopje,Mauv,Male,58
3436,Pontiac,Trans Sport,36354.32,34721.99,169.2,10.7,Philippines,Dueñas,Orange,Male,68
3437,Ford,Escape,56033.93,7021.99,138.0,12.7,Chile,Palena,Purple,Male,47
3438,Chevrolet,Corvette,70218.05,27275.08,181.8,2.5,Indonesia,Labuhan Deli,Purple,Female,66
3439,GMC,Sierra 3500,87282.31,12934.35,224.8,10.4,China,Anzihao,Turquoise,Male,38
3440,Land Rover,Freelander,69975.52,46690.17,242.7,7.7,Indonesia,Jurangjero,Teal,Female,32
3441,Lexus,GX,22899.3,2305.04,208.7,14.9,Indonesia,Lokuuy,Pink,Female,65
3442,Subaru,Impreza,25835.85,40807.03,232.2,11.0,Russia,Podosinovets,Violet,Female,66
3443,Honda,Civic,16031.35,47710.34,147.2,4.9,Croatia,Kraljevica,Mauv,Male,50
3444,Suzuki,Grand Vitara,52580.8,35066.3,202.8,6.0,Serbia,Neuzina,Maroon,Female,71
3445,Mercury,Grand Marquis,72500.09,25356.79,220.0,13.3,Botswana,Janeng,Purple,Male,72
3446,Mitsubishi,Mighty Max Macro,25135.19,31621.39,126.6,4.9,Norway,Oslo,Khaki,Male,67
3447,GMC,Sierra 2500,63869.0,45121.17,172.5,8.5,Croatia,Ivanec,Mauv,Male,43
3448,Nissan,Pathfinder,54028.82,40768.82,192.3,14.2,Portugal,Lomba,Pink,Male,44
3449,Hyundai,Sonata,64250.2,28740.64,175.3,14.8,Ireland,Ballivor,Red,Female,56
3450,Volvo,XC90,74832.12,35762.49,158.5,4.1,Indonesia,Rancasadang,Pink,Male,23
3451,Mercedes-Benz,300TE,42220.82,27977.5,145.1,2.3,Nigeria,Gajiram,Purple,Male,70
3452,Cadillac,DTS,63032.43,26935.57,120.7,6.4,Ukraine,Zakupne,Turquoise,Male,35
3453,Toyota,Tercel,23390.73,10247.73,181.5,4.3,Iran,Dārān,Red,Female,31
3454,Honda,Civic,62529.86,25066.14,146.2,12.8,Philippines,Masipi West,Purple,Male,58
3455,Lamborghini,Gallardo,98284.63,7890.35,234.4,7.4,China,Lanhe,Green,Female,44
3456,Dodge,Caravan,93026.52,5957.64,201.1,14.2,South Africa,Delmas,Indigo,Female,33
3457,Alfa Romeo,164,90078.87,17596.65,191.0,9.2,Russia,Gramoteino,Maroon,Male,33
3458,Chevrolet,Express 1500,24111.56,27392.95,193.3,4.7,Somalia,Buurhakaba,Turquoise,Female,64
3459,Toyota,Echo,50060.18,42072.94,123.4,9.9,Argentina,Colegiales,Yellow,Female,61
3460,Lexus,LX,99983.38,21462.44,193.7,4.5,Malaysia,Pasir Mas,Orange,Male,38
3461,Ford,Mustang,44341.47,37476.08,169.9,7.0,China,Chengyang,Indigo,Female,60
3462,Mitsubishi,Galant,48903.75,11229.7,192.5,2.3,China,Wulan,Crimson,Female,30
3463,Mitsubishi,Montero Sport,64996.23,20581.04,155.3,6.8,China,Yege,Crimson,Female,44
3464,Maserati,Quattroporte,73475.64,36001.65,155.4,11.0,Philippines,Cawayan,Teal,Female,37
3465,Pontiac,Grand Prix,45025.26,30615.53,155.6,9.9,Indonesia,Oebatu,Green,Female,28
3466,Subaru,Impreza,34453.58,11903.44,146.7,9.6,Morocco,Oulad Frej,Purple,Male,75
3467,Nissan,Sentra,95966.84,33046.8,239.8,10.8,Japan,Yokotemachi,Puce,Male,44
3468,GMC,Yukon Denali,82397.69,40636.89,178.9,7.1,China,Henggouqiao,Mauv,Male,51
3469,Subaru,Justy,48741.45,21240.06,172.2,10.0,Comoros,Mirontsi,Khaki,Male,56
3470,Ford,Taurus,92710.5,9754.62,122.9,8.4,China,Sanzao,Pink,Female,33
3471,Hummer,H1,97270.01,10393.12,233.4,8.2,Portugal,Pisão,Goldenrod,Male,28
3472,Toyota,Yaris,24473.52,17559.45,199.7,10.3,Thailand,Phlapphla Chai,Purple,Male,49
3473,Nissan,Pathfinder,24208.27,30502.18,146.6,4.5,Vietnam,Thành Phố Nam Định,Indigo,Male,43
3474,Pontiac,Firefly,90423.15,17473.83,170.6,13.3,Uganda,Bududa,Maroon,Female,50
3475,Mercedes-Benz,SL-Class,48405.12,7146.67,208.8,6.5,Russia,Nazran’,Khaki,Male,35
3476,Porsche,Boxster,79382.47,40281.61,154.1,7.6,China,Shisandaogou,Mauv,Female,32
3477,Acura,MDX,35485.51,29308.69,180.8,12.7,Indonesia,Cieurih Satu,Fuscia,Female,65
3478,Volkswagen,GTI,25816.04,20422.02,138.6,14.0,France,Nancy,Mauv,Male,60
3479,Volvo,S60,85080.33,11442.57,243.3,6.4,China,Yangchengzhuang,Puce,Female,52
3480,Hyundai,Elantra,75305.79,9506.78,178.7,11.3,China,Xujia,Orange,Male,41
3481,Ford,Ranger,49562.68,20140.02,175.4,6.1,Argentina,Gobernador Gálvez,Purple,Male,59
3482,Chevrolet,Silverado 3500,89451.68,45119.94,226.6,10.2,United States,Daytona Beach,Pink,Male,53
3483,Infiniti,I,38405.96,26815.54,232.0,3.5,Thailand,Sung Noen,Maroon,Male,73
3484,Toyota,Celica,92934.56,8793.01,196.2,4.7,Philippines,Parista,Red,Male,61
3485,Acura,NSX,35662.02,42448.21,227.5,5.6,Tunisia,Houmt Souk,Yellow,Male,56
3486,Ford,Mustang,49953.81,22318.44,145.6,11.6,Norway,Oslo,Turquoise,Male,66
3487,Isuzu,i-290,98173.7,33793.95,242.5,4.4,Japan,Toyota,Red,Male,37
3488,BMW,M6,91123.82,37364.13,213.4,14.1,France,Arbois,Violet,Female,59
3489,Dodge,Dakota Club,89559.42,33897.08,249.4,9.7,Portugal,Gondar,Fuscia,Female,66
3490,Infiniti,I,74870.72,2369.0,163.4,5.8,Bulgaria,Borovan,Puce,Female,36
3491,Ford,F450,30879.61,37319.19,246.2,9.9,Norway,Sandefjord,Pink,Female,69
3492,Oldsmobile,Bravada,88178.69,44220.15,170.4,14.3,China,Waina,Turquoise,Male,42
3493,Jeep,Wrangler,63399.81,36524.39,216.0,12.2,China,Dashiren,Mauv,Male,55
3494,Lincoln,Continental Mark VII,76627.05,19909.51,187.9,8.1,China,Huangzhuang,Red,Male,56
3495,Suzuki,SJ,18419.51,40198.4,173.9,2.1,Finland,Kokemäki,Orange,Male,58
3496,Honda,Civic GX,56180.45,17869.46,164.7,6.8,Libya,Yafran,Green,Male,39
3497,Mitsubishi,Montero Sport,57728.0,42790.66,234.7,6.9,Philippines,Magalalag,Crimson,Female,20
3498,Kia,Forte,45797.55,37904.11,214.8,9.9,Belarus,Karanyowka,Green,Female,51
3499,Maserati,Spyder,83317.91,44383.22,245.1,2.2,China,Reshui,Blue,Male,40
3500,Subaru,Legacy,51560.53,35866.52,174.1,7.8,Indonesia,Parabon,Maroon,Male,63
3501,BMW,X5 M,32743.67,12984.37,193.7,7.2,Egypt,Kousa,Puce,Male,24
3502,Chrysler,PT Cruiser,17907.56,44155.95,217.0,13.0,China,Chenyangzhai,Teal,Female,49
3503,Citroën,CX,35293.6,31501.96,148.4,13.1,China,Dasha,Pink,Male,34
3504,Land Rover,Defender 90,29211.08,47623.19,188.0,3.1,Brazil,Otacílio Costa,Red,Female,63
3505,Ford,Tempo,49426.24,5907.05,155.8,8.5,Indonesia,Banjar Kelodan,Puce,Female,63
3506,Volvo,V40,34505.89,13578.35,138.9,8.6,Brazil,Alegrete,Turquoise,Female,33
3507,Acura,RL,70137.25,34569.45,220.8,8.0,Sweden,Hofors,Pink,Male,49
3508,Isuzu,Ascender,57431.33,27498.04,156.0,10.7,Poland,Unisław,Yellow,Male,71
3509,Volkswagen,GTI,81805.21,48308.05,232.7,4.1,Portugal,Bairro Assunção Piedade,Turquoise,Male,31
3510,Mazda,B-Series,37501.21,14293.02,168.9,8.7,Czech Republic,Chvaletice,Pink,Female,69
3511,Cadillac,SRX,54654.47,25663.37,237.3,3.3,Indonesia,Growong Kidul,Pink,Male,66
3512,Audi,A4,88221.24,21463.48,150.8,7.6,China,Qinhong,Yellow,Female,22
3513,Geo,Tracker,10003.76,41226.94,219.9,12.3,Japan,Hagi,Orange,Male,64
3514,Ford,LTD Crown Victoria,54724.66,22333.64,244.7,7.7,Costa Rica,San Pablo,Blue,Male,74
3515,Dodge,Spirit,35375.91,7177.91,207.6,6.2,Indonesia,Yosowilangun,Green,Female,69
3516,Chevrolet,Express 1500,38547.51,41674.95,236.1,2.1,Costa Rica,San Rafael,Yellow,Female,25
3517,Suzuki,Sidekick,59236.73,20435.65,204.5,5.3,Brazil,Jaguariúna,Pink,Male,37
3518,Chevrolet,Astro,22600.67,20297.53,192.8,2.4,Russia,Engel’-Yurt,Mauv,Male,30
3519,Pontiac,Solstice,97401.2,49195.88,162.4,13.0,France,Roissy Charles-de-Gaulle,Mauv,Female,69
3520,Buick,Regal,58623.1,2477.14,187.0,3.0,Iran,Behābād,Yellow,Male,63
3521,Toyota,Sequoia,73880.61,39070.44,134.7,5.4,Portugal,Anadia,Violet,Female,68
3522,Subaru,Forester,53095.03,33231.73,155.6,6.7,Indonesia,Padamulya,Orange,Female,37
3523,Acura,Legend,86005.18,26476.78,141.8,13.1,Kuwait,Ar Riqqah,Puce,Male,28
3524,Dodge,Avenger,50720.52,37197.05,227.2,5.8,Benin,Kétou,Fuscia,Male,48
3525,Porsche,Boxster,31373.94,8794.41,178.5,2.4,Brazil,Lagoa Seca,Turquoise,Male,71
3526,Volkswagen,Quantum,46018.16,45098.18,178.0,6.5,Kosovo,Dranoc,Blue,Male,68
3527,Chrysler,PT Cruiser,60493.96,47388.28,246.6,9.7,Bulgaria,Gŭlŭbovo,Crimson,Male,75
3528,Honda,S2000,62419.93,15362.91,145.7,8.3,Azerbaijan,Bilajari,Purple,Male,38
3529,Pontiac,Grand Am,91547.28,24261.23,169.6,9.7,Portugal,Carvoeira,Red,Male,71
3530,Toyota,Sienna,60945.69,41718.78,145.2,13.3,Guatemala,Concepción Tutuapa,Pink,Female,61
3531,Lincoln,Continental,30944.96,3296.41,154.0,14.6,Sweden,Järfälla,Maroon,Male,49
3532,Cadillac,Seville,74317.23,28359.82,124.5,8.3,Mexico,Independencia,Mauv,Male,46
3533,Pontiac,LeMans,19590.42,29589.87,193.6,14.3,Serbia,Aranđelovac,Red,Female,37
3534,Subaru,Impreza,33173.95,28814.06,178.2,8.3,Poland,Michałowo,Puce,Male,46
3535,Saab,09-Mar,46127.38,36521.55,180.7,5.5,Indonesia,Sindanghayu,Turquoise,Male,49
3536,Suzuki,Forenza,39453.89,32924.58,205.0,6.3,France,Levallois-Perret,Teal,Female,57
3537,Ford,E-Series,83232.18,18118.47,209.4,9.0,China,Xingfu,Blue,Female,75
3538,Maserati,Quattroporte,97184.05,7295.01,247.5,8.5,Philippines,Bailan,Fuscia,Male,48
3539,Ford,Taurus,98574.73,43002.64,150.2,2.6,China,Haiyu,Turquoise,Male,55
3540,Maybach,Landaulet,33530.45,17985.49,247.8,3.6,Poland,Bielawa,Blue,Female,72
3541,Cadillac,Escalade ESV,71387.95,2243.95,223.0,8.1,Sweden,Stockholm,Blue,Female,74
3542,Hyundai,Sonata,20244.22,25735.07,197.2,13.3,South Korea,Hongsung,Purple,Female,70
3543,Isuzu,Oasis,38537.46,28874.18,207.2,3.2,France,Bordeaux,Pink,Male,56
3544,Nissan,Maxima,91333.94,12544.65,125.5,8.7,Brazil,Guarapuava,Mauv,Female,25
3545,Oldsmobile,Silhouette,41716.2,32531.19,164.9,11.6,Indonesia,Sirnaresmi,Mauv,Male,41
3546,Chevrolet,Express 2500,39847.35,26602.86,137.4,9.2,United States,Wilmington,Yellow,Male,47
3547,Nissan,Pathfinder,59449.11,48336.73,227.4,7.9,Armenia,Aygek,Violet,Male,61
3548,GMC,Safari,16767.6,31194.21,167.3,4.2,China,Changjiangbu,Indigo,Male,38
3549,Audi,A6,77495.89,45822.8,230.5,8.6,China,Yanglin,Pink,Male,53
3550,Ford,LTD Crown Victoria,60176.36,5788.81,227.8,2.5,Thailand,Kantharalak,Blue,Female,39
3551,GMC,Sierra 2500,13399.04,3234.08,213.8,9.9,China,Lüxiang,Green,Female,42
3552,Studebaker,Avanti,20525.16,16924.62,234.9,6.1,Poland,Ursynów,Aquamarine,Male,74
3553,Chrysler,Voyager,75798.96,3316.5,131.3,6.4,Yemen,Sayyān,Violet,Male,67
3554,Audi,A4,79712.67,40710.35,126.5,3.4,Philippines,Tambalisa,Goldenrod,Male,65
3555,Mercedes-Benz,C-Class,21446.03,17315.79,167.7,4.3,China,Cishangang,Indigo,Male,63
3556,Volvo,S80,30473.28,24129.28,191.0,13.2,China,Sui’an,Crimson,Male,70
3557,BMW,7 Series,50011.4,42560.38,175.5,6.3,Brazil,Bacabal,Crimson,Female,55
3558,Lincoln,Zephyr,28900.16,17462.95,137.8,6.9,Indonesia,Utarapasar,Aquamarine,Male,50
3559,Maserati,Quattroporte,98204.94,48583.02,122.0,11.8,United States,San Antonio,Purple,Female,64
3560,Cadillac,Eldorado,69733.95,26218.68,134.4,14.9,Indonesia,Krajan,Crimson,Male,72
3561,Cadillac,Brougham,57284.49,38610.32,134.8,8.7,Czech Republic,Karolinka,Maroon,Male,47
3562,Buick,Regal,57395.42,3491.08,200.5,11.6,United States,Austin,Green,Female,44
3563,Maserati,Karif,68585.69,45751.1,150.2,9.0,Russia,Esso,Fuscia,Female,54
3564,Chevrolet,Monte Carlo,79194.59,45635.24,199.5,7.8,Japan,Ninomiya,Violet,Female,50
3565,Pontiac,Firefly,13961.46,21909.46,189.5,9.0,Indonesia,Montasik,Orange,Female,34
3566,Volkswagen,Golf,42084.13,25312.53,144.4,6.3,China,Wushi,Crimson,Male,58
3567,GMC,Safari,76153.9,43347.89,213.1,2.1,Portugal,Santo António da Charneca,Fuscia,Male,24
3568,Mercury,Sable,85359.39,29127.1,243.7,6.8,Argentina,Mercedes,Fuscia,Female,22
3569,Mercedes-Benz,CLK-Class,56727.28,39668.05,192.7,11.0,Dominican Republic,Santo Domingo Este,Teal,Male,67
3570,Mitsubishi,Lancer Evolution,62897.06,42195.83,125.5,5.2,Brazil,Rolante,Purple,Female,38
3571,GMC,Sonoma Club Coupe,79995.34,44180.0,122.8,3.3,Costa Rica,San Miguel,Crimson,Male,62
3572,Toyota,Corolla,21714.94,25483.57,147.7,13.5,Canada,Saint-Augustin,Goldenrod,Female,62
3573,Mercedes-Benz,SL-Class,89587.85,25364.02,131.0,8.1,Indonesia,Tanagara,Yellow,Male,38
3574,Hyundai,Azera,63576.0,28774.52,222.0,2.3,France,Saint-Étienne,Puce,Female,26
3575,Ford,Ranger,62070.65,47526.9,195.3,12.7,Uzbekistan,Chimboy Shahri,Turquoise,Male,70
3576,Cadillac,DeVille,55461.25,6335.27,146.3,13.0,Philippines,Hinunangan,Goldenrod,Male,75
3577,Volkswagen,Jetta III,23333.79,18515.78,212.4,14.3,China,Kuiyong,Khaki,Male,70
3578,Lincoln,Navigator,82937.06,43331.88,186.4,9.1,Swaziland,Mhlambanyatsi,Red,Female,26
3579,BMW,5 Series,45666.73,42573.91,245.3,6.3,Croatia,Kruševica,Green,Female,20
3580,Dodge,Neon,97046.96,13522.02,124.0,4.2,France,Digne-les-Bains,Indigo,Female,62
3581,Toyota,Land Cruiser,45886.21,27481.44,235.3,14.8,Portugal,Vila Franca das Naves,Yellow,Male,62
3582,Mazda,B2600,53874.2,21405.04,147.0,13.2,Cyprus,Limassol,Red,Female,49
3583,Dodge,Ram Van 2500,29695.74,38041.31,205.7,8.8,China,Lusigang,Maroon,Female,22
3584,Nissan,Murano,21720.2,49055.48,150.3,6.9,Japan,Nishinomiya-hama,Maroon,Female,37
3585,Cadillac,Escalade,61430.1,12917.09,236.1,13.0,Kazakhstan,Qalqaman,Mauv,Female,36
3586,Mazda,MX-6,62007.32,43937.58,128.6,13.7,China,Apengjiang,Aquamarine,Female,65
3587,Pontiac,GTO,48641.66,28888.59,203.0,10.1,Palestinian Territory,Barţa‘ah ash Sharqīyah,Turquoise,Female,40
3588,Lexus,GS,73330.13,14586.39,131.0,12.9,Sweden,Götene,Aquamarine,Male,69
3589,Toyota,RAV4,95450.43,16347.05,196.1,7.9,Azerbaijan,Xaçmaz,Violet,Male,30
3590,Mercedes-Benz,SL-Class,25082.91,37152.5,180.6,8.0,Cuba,Cruces,Purple,Female,57
3591,Mercedes-Benz,M-Class,39016.99,44860.69,239.0,4.5,Brazil,São Mateus,Maroon,Female,21
3592,Oldsmobile,Achieva,18811.87,35871.97,164.4,3.6,Portugal,Cruzeiro,Orange,Female,66
3593,Chevrolet,Cruze,63332.96,21443.59,232.2,4.2,Ukraine,Tyshkivka,Purple,Male,59
3594,Ford,Bronco II,31269.16,12516.46,136.5,11.3,Argentina,Villa Mercedes,Turquoise,Male,32
3595,Chevrolet,APV,89411.49,10200.21,222.7,8.3,Indonesia,Campaka,Orange,Male,64
